Vitacura,CALLE_CERRADA,5.7272727272727275,1.3636363636363635,,11
Vitacura,PELIGRO_GENERAL,5.583333333333333,2.3035714285714284,112,168
Cerrillos,POLICIA,6.2784810126582276,0.8860759493670886,83,79
Cerrillos,ACCIDENTE,5.923076923076923,2.1538461538461537,9,13
Cerrillos,CONGESTION,5.158273381294964,1.8129496402877698,11,139
Cerrillos,CONVERSACION,5.6,1.9333333333333333,7,15
Cerrillos,PELIGRO_GENERAL,6.0,2.1166666666666667,115,120
Conchalí,POLICIA,5.878048780487805,1.0609756097560976,49,82
Conchalí,ACCIDENTE,5.555555555555555,1.5555555555555556,4,9
Conchalí,CONGESTION,5.203703703703703,2.0,9,108
Conchalí,CONVERSACION,5.5,1.9166666666666667,8,24
Conchalí,CALLE_CERRADA,8.162162162162161,4.783783783783784,700,37
Conchalí,PELIGRO_GENERAL,5.732673267326732,1.8613861386138615,90,101
Curacaví,POLICIA,7.0,1.0,1,1
Curacaví,ACCIDENTE,5.0,0.0,,2
Curacaví,PELIGRO_GENERAL,5.25,1.5,1,4
El Bosque,POLICIA,5.518518518518518,1.1728395061728396,33,81
El Bosque,ACCIDENTE,6.666666666666667,1.0,17,3
El Bosque,CONGESTION,5.038961038961039,1.6363636363636365,2,77
El Bosque,CONVERSACION,5.75,2.375,6,8
El Bosque,CALLE_CERRADA,5.0,2.3076923076923075,,13
El Bosque,PELIGRO_GENERAL,5.806451612903226,2.193548387096774,52,62
La Granja,POLICIA,5.802631578947368,0.7894736842105263,43,76
La Granja,ACCIDENTE,6.0,0.625,7,8
La Granja,CONGESTION,5.066666666666666,1.6592592592592592,3,135
La Granja,CONVERSACION,5.5,2.125,5,16
La Granja,CALLE_CERRADA,5.333333333333333,1.6666666666666667,,3
La Granja,PELIGRO_GENERAL,5.690140845070423,2.0985915492957745,80,71
Lo Espejo,POLICIA,5.487179487179487,0.41025641025641024,11,39
Lo Espejo,ACCIDENTE,6.0,0.8,9,5
Lo Espejo,CONGESTION,5.125,1.6875,4,96
Lo Espejo,CONVERSACION,5.0,1.5,,4
Lo Espejo,CALLE_CERRADA,5.0,4.0,,1
Lo Espejo,PELIGRO_GENERAL,6.376,1.944,223,125
Melipilla,POLICIA,5.2,0.24,4,25
Melipilla,ACCIDENTE,5.0,0.0,,1
Melipilla,CONGESTION,5.068965517241379,1.896551724137931,,29
Melipilla,CALLE_CERRADA,5.0,2.0,,1
Melipilla,PELIGRO_GENERAL,5.384615384615385,2.730769230769231,34,26
Peñaflor,POLICIA,5.153846153846154,0.8461538461538461,,26
Peñaflor,ACCIDENTE,5.0,0.0,,1
Peñaflor,CONGESTION,5.045454545454546,2.272727272727273,,22
Peñaflor,CONVERSACION,5.0,5.0,,1
Peñaflor,PELIGRO_GENERAL,5.0,1.5833333333333333,,12
Quilicura,POLICIA,5.730994152046784,0.8011695906432749,93,171
Quilicura,ACCIDENTE,5.545454545454546,1.0909090909090908,9,22
Quilicura,CONGESTION,5.112204724409449,1.919291338582677,16,508
Quilicura,CONVERSACION,5.358974358974359,2.3333333333333335,8,39
Quilicura,CALLE_CERRADA,5.545454545454546,0.9090909090909091,,11
Quilicura,PELIGRO_GENERAL,6.0375,2.158333333333333,313,240
Talagante,POLICIA,5.375,1.0,6,32
Talagante,CONGESTION,5.127272727272727,1.9090909090909092,1,55
Talagante,CONVERSACION,5.333333333333333,2.6666666666666665,0,3
Talagante,CALLE_CERRADA,5.0,4.5,,2
Talagante,PELIGRO_GENERAL,5.476190476190476,2.4285714285714284,4,21
Huechuraba,POLICIA,5.735849056603773,1.3962264150943395,33,53
Huechuraba,ACCIDENTE,5.0,1.25,,4
Huechuraba,CONGESTION,5.132075471698113,2.358490566037736,7,159
Huechuraba,CONVERSACION,5.0,2.0,,5
Huechuraba,PELIGRO_GENERAL,5.705882352941177,2.235294117647059,81,119
La Florida,POLICIA,5.68232044198895,1.212707182320442,207,362
La Florida,ACCIDENTE,5.586206896551724,1.8275862068965518,14,29
La Florida,CONGESTION,5.141605839416059,1.994160583941606,60,685
La Florida,CONVERSACION,5.561643835616438,2.328767123287671,34,73
La Florida,CALLE_CERRADA,5.65,1.325,6,40
La Florida,PELIGRO_GENERAL,5.798882681564246,2.0558659217877095,349,358
La Pintana,POLICIA,5.235294117647059,0.5588235294117647,7,68
La Pintana,ACCIDENTE,5.333333333333333,1.3333333333333333,1,6
La Pintana,CONGESTION,5.105263157894737,1.6,4,95
La Pintana,CONVERSACION,5.25,2.125,1,8
La Pintana,CALLE_CERRADA,5.0,2.5,,2
La Pintana,PELIGRO_GENERAL,5.592,1.832,117,125
Las Condes,POLICIA,6.376947040498442,1.9626168224299065,536,321
Las Condes,ACCIDENTE,5.742857142857143,2.657142857142857,42,35
Las Condes,CONGESTION,5.142386288727752,2.3665128543177323,88,1517
Las Condes,CONVERSACION,5.617283950617284,2.4691358024691357,31,81
Las Condes,CALLE_CERRADA,5.0,2.7777777777777777,,9
Las Condes,PELIGRO_GENERAL,5.781970649895178,2.4842767295597485,418,477
San Miguel,POLICIA,6.321167883211679,1.1824817518248176,160,137
San Miguel,ACCIDENTE,5.545454545454546,1.3636363636363635,6,11
San Miguel,CONGESTION,5.132231404958677,1.9338842975206612,15,363
San Miguel,CONVERSACION,5.660377358490566,1.830188679245283,19,53
San Miguel,CALLE_CERRADA,5.333333333333333,2.0,,3
San Miguel,PELIGRO_GENERAL,6.247368421052632,2.057894736842105,359,190
San Ramón,POLICIA,5.578125,0.671875,21,64
San Ramón,ACCIDENTE,5.0,1.0,,3
San Ramón,CONGESTION,5.053333333333334,1.4533333333333334,1,75
San Ramón,CONVERSACION,5.166666666666667,2.3333333333333335,2,12
San Ramón,PELIGRO_GENERAL,5.842105263157895,1.5789473684210527,33,38
Cerro Navia,POLICIA,5.365384615384615,0.5576923076923077,15,52
Cerro Navia,ACCIDENTE,5.0,0.75,,4
Cerro Navia,CONGESTION,5.109090909090909,1.5636363636363637,,55
Cerro Navia,CONVERSACION,5.0,2.375,,8
Cerro Navia,CALLE_CERRADA,6.642857142857143,4.142857142857143,33,14
Cerro Navia,PELIGRO_GENERAL,5.684210526315789,1.894736842105263,9,19
La Cisterna,POLICIA,6.1438356164383565,1.1986301369863013,125,146
La Cisterna,ACCIDENTE,6.5,1.5,9,4
La Cisterna,CONGESTION,5.144508670520231,1.592485549132948,23,346
La Cisterna,CONVERSACION,5.475,1.9,10,40
La Cisterna,CALLE_CERRADA,6.176470588235294,0.8235294117647058,206,51
La Cisterna,PELIGRO_GENERAL,6.186046511627907,2.0,124,86
Peñalolén,POLICIA,5.699421965317919,1.0346820809248556,88,173
Peñalolén,ACCIDENTE,6.2,1.9333333333333333,17,15
Peñalolén,CONGESTION,5.12212389380531,2.0707964601769913,24,565
Peñalolén,CONVERSACION,5.5625,2.25,8,16
Peñalolén,CALLE_CERRADA,6.375,1.7,92,40
Peñalolén,PELIGRO_GENERAL,6.0727969348659006,2.2835249042145596,382,261
Providencia,POLICIA,6.654676258992806,1.70863309352518,595,278
Providencia,ACCIDENTE,5.888888888888889,1.962962962962963,45,27
Providencia,CONGESTION,5.199743095696853,2.266538214515093,185,1557
Providencia,CONVERSACION,5.6173913043478265,2.3304347826086955,43,115
Providencia,CALLE_CERRADA,7.0,3.0,176,16
Providencia,PELIGRO_GENERAL,6.406360424028269,2.38339222614841,1011,566
Puente Alto,POLICIA,5.336633663366337,0.9966996699669967,56,303
Puente Alto,ACCIDENTE,5.761904761904762,1.9523809523809523,17,21
Puente Alto,CONGESTION,5.092198581560283,1.9385342789598108,7,423
Puente Alto,CONVERSACION,5.161290322580645,1.935483870967742,3,31
Puente Alto,CALLE_CERRADA,5.5,1.6666666666666667,1,12
Puente Alto,PELIGRO_GENERAL,5.466257668711656,2.1196319018404908,210,326
Lo Barnechea,POLICIA,5.551020408163265,1.5714285714285714,23,49
Lo Barnechea,ACCIDENTE,5.0,1.5,,6
Lo Barnechea,CONGESTION,5.119512195121951,2.2804878048780486,13,410
Lo Barnechea,CONVERSACION,5.2727272727272725,2.090909090909091,2,11
Lo Barnechea,CALLE_CERRADA,5.909090909090909,2.0,4,11
Lo Barnechea,PELIGRO_GENERAL,5.508771929824562,2.2719298245614037,56,114
María Pinto,POLICIA,5.0,3.0,,1
San Bernardo,POLICIA,5.456521739130435,1.0434782608695652,84,276
San Bernardo,ACCIDENTE,5.8,1.4666666666666666,11,15
San Bernardo,CONGESTION,5.080604534005038,1.8261964735516374,6,397
San Bernardo,CONVERSACION,5.363636363636363,1.696969696969697,7,33
